G o. </w>	Va </w> ! </w>
Give </w> me </w> my </w> drink. </w>	Donne-moi </w> mon </w> verre </w> ! </w>
Give </w> me </w> my </w> drink. </w>	Donnez-moi </w> mon </w> verre </w> ! </w>
Give </w> me </w> the </w> ball. </w>	Donne-moi </w> la </w> balle </w> ! </w>
Give </w> me </w> the </w> ball. </w>	Donnez-moi </w> la </w> balle </w> ! </w>
Give </w> me </w> the </w> book. </w>	Donne-moi </w> ce </w> livre. </w>
Give </w> me </w> your </w> arm. </w>	Donnez-moi </w> votre </w> bras. </w>
Give </w> me </w> your </w> gun. </w>	Donne-moi </w> ton </w> arme </w> ! </w>
Give </w> me </w> your </w> gun. </w>	Donnez-moi </w> votre </w> arme </w> ! </w>
Give </w> them </w> to </w> her. </w>	Donne-les - lui. </w>
Give </w> them </w> to </w> him. </w>	Donne-les - lui. </w>
Give </w> us </w> a </w> minute. </w>	Accorde -nous </w> une </w> minute </w> ! </w>
Give </w> us </w> a </w> moment. </w>	Donne-nous </w> un </w> moment. </w>
Give </w> us </w> a </w> moment. </w>	Donnez-nous </w> un </w> moment. </w>
Give </w> us </w> a </w> second. </w>	Donne-nous </w> une </w> seconde. </w>
Give </w> us </w> a </w> second. </w>	Donnez-nous </w> une </w> seconde. </w>
Go </w> back </w> to </w> sleep. </w>	Retourne </w> dormir. </w>
Go </w> have </w> some </w> fun. </w>	Va </w> t'amuser. </w>
Go </w> have </w> some </w> fun. </w>	Allez </w> vous </w> amuser </w> ! </w>
Go </w> on </w> without </w> me. </w>	Continuez </w> sans </w> moi. </w>
Go </w> on </w> without </w> me. </w>	Continue </w> sans </w> moi. </w>
Go </w> play </w> with </w> Tom. </w>	Va </w> jouer </w> avec </w> Tom. </w>
Go </w> to </w> the </w> bar ber. </w>	Va </w> chez </w> le </w> Bar bi er. </w>
Go </w> up </w> the </w> stairs. </w>	Prenez </w> les </w> escaliers. </w>
Go </w> when </w> you </w> want. </w>	Pars </w> quand </w> tu </w> veux. </w>
Go </w> with </w> the </w> flo w. </w>	Sur fe </w> sur </w> la </w> vague </w> ! </w>
Go </w> with </w> the </w> flo w. </w>	Sur fe z </w> sur </w> la </w> vague </w> ! </w>
Good </w> luck </w> to </w> you! </w>	Bonne </w> chance </w> ! </w>
Good </w> luck </w> to </w> you! </w>	Je </w> te </w> souhaite </w> bonne </w> chance. </w>
G row </w> up </w> a </w> little. </w>	Gr andis </w> un </w> peu. </w>
G row </w> up </w> a </w> little. </w>	Grand issez </w> un </w> peu. </w>
Hand </w> me </w> a </w> t issue. </w>	Passe-moi </w> un </w> mouchoir. </w>
Hand </w> me </w> a </w> t issue. </w>	Donnez-moi </w> un </w> mouchoir. </w>
Hang </w> on </w> a </w> minute. </w>	Attends </w> une </w> minute. </w>
Hang </w> on </w> a </w> second. </w>	Pat ien tez </w> une </w> seconde. </w>
Have </w> a </w> good </w> time. </w>	Amuse-toi </w> bien </w> ! </w>
Have </w> a </w> good </w> time. </w>	Passe </w> un </w> bon </w> séjour. </w>
Have </w> a </w> good </w> time. </w>	Amusez-vous </w> bien </w> ! </w>
Have </w> a </w> good </w> time. </w>	Passez </w> un </w> bon </w> séjour. </w>
Have </w> a </w> nice </w> time. </w>	Amuse-toi </w> bien </w> ! </w>
Have </w> a </w> nice </w> time. </w>	Amusez-vous </w> bien </w> ! </w>
Have </w> a </w> nice </w> time. </w>	Passe </w> du </w> bon </w> temps </w> ! </w>
Have </w> a </w> nice </w> trip! </w>	Faites </w> un </w> bon </w> voyage </w> ! </w>
Have </w> a </w> nice </w> trip! </w>	Faites </w> bon </w> voyage. </w>
Have </w> a </w> nice </w> trip! </w>	Bon </w> voyage </w> ! </w>
Have </w> a </w> nice </w> trip! </w>	Bonne </w> route </w> ! </w>
Have </w> a </w> nice </w> trip. </w>	Faites </w> un </w> bon </w> voyage </w> ! </w>
Have </w> a </w> nice </w> trip. </w>	Faites </w> bon </w> voyage. </w>
Have </w> a </w> nice </w> trip. </w>	Fais </w> bon </w> voyage </w> ! </w>
Have </w> a </w> nice </w> trip. </w>	Bon </w> voyage. </w>
Have </w> a </w> safe </w> trip. </w>	Faites </w> un </w> bon </w> voyage </w> ! </w>
Have </w> a </w> safe </w> trip. </w>	Bon </w> voyage </w> ! </w>
Have </w> a </w> safe </w> trip. </w>	Fais </w> bon </w> voyage </w> ! </w>
Have </w> a </w> safe </w> trip. </w>	Faites </w> bon </w> voyage </w> ! </w>
Have </w> a </w> safe </w> trip. </w>	Fais </w> un </w> bon </w> voyage </w> ! </w>
Have </w> some </w> coffee. </w>	Prends </w> du </w> café </w> ! </w>
Have </w> some </w> coffee. </w>	Prenez </w> du </w> café </w> ! </w>
Have </w> you </w> decided? </w>	T'es-tu </w> décidé </w> ? </w>
Have </w> you </w> decided? </w>	T'es-tu </w> décidée </w> ? </w>
Have </w> you </w> decided? </w>	Vous </w> êtes-vous </w> décidé </w> ? </w>
Have </w> you </w> decided? </w>	Vous </w> êtes-vous </w> décidée </w> ? </w>
Have </w> you </w> decided? </w>	Vous </w> êtes-vous </w> décidés </w> ? </w>
Have </w> you </w> decided? </w>	Vous </w> êtes-vous </w> décidé es </w> ? </w>
Have </w> you </w> met </w> her? </w>	Tu </w> l'as </w> rencontrée </w> ? </w>
Have </w> you </w> met </w> her? </w>	L'as-tu </w> rencontrée </w> ? </w>
Have </w> you </w> ordered ? </w>	Avez-vous </w> commandé </w> ? </w>
Have </w> you </w> ordered ? </w>	As-tu </w> commandé </w> ? </w>
He </w> ate </w> all </w> of </w> it. </w>	Il </w> a </w> tout </w> mangé. </w>
He </w> became </w> a </w> ho bo. </w>	Il </w> est </w> devenu </w> vag abon d. </w>
He </w> became </w> famous. </w>	Il </w> est </w> devenu </w> célèbre. </w>
He </w> began </w> running. </w>	Il </w> s'est </w> mis </w> à </w> courir. </w>
He </w> blew </w> the </w> deal. </w>	Il </w> a </w> s abor dé </w> le </w> contrat. </w>
He </w> broke </w> his </w> arm. </w>	Il </w> s'est </w> cassé </w> le </w> bras. </w>
He </w> broke </w> the </w> law. </w>	Il </w> a </w> enfreint </w> la </w> loi. </w>
He </w> can </w> swim </w> fast. </w>	Il </w> peut </w> nager </w> vite. </w>
He </w> can </w> swim </w> well. </w>	Il </w> nage </w> bien. </w>
He </w> can't </w> do </w> that. </w>	Il </w> n'arrive </w> pas </w> à </w> faire </w> ça. </w>
He </w> can't </w> do </w> that. </w>	Il </w> n'y </w> arrive </w> pas. </w>
He </w> can't </w> do </w> that. </w>	Il </w> n'arrive </w> pas </w> à </w> le </w> faire. </w>
He </w> can't </w> read </w> it. </w>	Il </w> ne </w> peut </w> le </w> lire. </w>
He </w> can't </w> read </w> it. </w>	Il </w> ne </w> peut </w> la </w> lire. </w>
He </w> caught </w> a </w> cold. </w>	Il </w> a </w> attrapé </w> froid. </w>
He </w> cheated </w> on </w> me. </w>	Il </w> m'a </w> trompé. </w>
He </w> cheated </w> on </w> me. </w>	Il </w> me </w> tromp a. </w>
He </w> cheated </w> on </w> me. </w>	Il </w> m'a </w> trompée. </w>
He </w> cleaned </w> it </w> up. </w>	Il </w> le </w> nettoy a. </w>
He </w> cleaned </w> it </w> up. </w>	Il </w> la </w> nettoy a. </w>
He </w> cleaned </w> it </w> up. </w>	Il </w> l'a </w> nettoy é. </w>
He </w> cleaned </w> it </w> up. </w>	Il </w> l'a </w> nettoy ée. </w>
He </w> comes </w> at </w> noon. </w>	Il </w> vient </w> à </w> midi. </w>
He </w> cried </w> for </w> joy. </w>	Il </w> a </w> pleuré </w> de </w> joie. </w>
He </w> died </w> recently. </w>	Il </w> est </w> récemment </w> décédé. </w>
He </w> died </w> suddenly. </w>	Il </w> mourut </w> soudainement. </w>
He </w> doesn't </w> drink. </w>	Il </w> ne </w> boit </w> pas. </w>
He </w> doesn't </w> sleep. </w>	Il </w> ne </w> dort </w> pas. </w>
He </w> eats </w> too </w> much. </w>	Il </w> mange </w> trop. </w>
He </w> fed </w> the </w> horse. </w>	Il </w> a </w> nourri </w> le </w> cheval. </w>
He </w> fell </w> back ward. </w>	Il </w> tomba </w> en </w> arrière. </w>
He </w> fell </w> back ward. </w>	Il </w> tomba </w> à </w> la </w> ren verse. </w>
He </w> fixed </w> the </w> net. </w>	Il </w> répara </w> le </w> filet. </w>
He </w> flew </w> to </w> Paris. </w>	Il </w> s'est </w> envolé </w> pour </w> Paris. </w>
He </w> found </w> my </w> bike. </w>	Il </w> a </w> trouvé </w> mon </w> vélo. </w>
He </w> gave </w> it </w> to </w> me. </w>	Il </w> me </w> le </w> donna. </w>
He </w> gave </w> it </w> to </w> me. </w>	Il </w> me </w> l'a </w> donné. </w>
He </w> gave </w> me </w> a </w> hug. </w>	Il </w> m'a </w> enla cée. </w>
He </w> gets </w> up </w> early. </w>	Il </w> se </w> lève </w> tôt. </w>
He </w> got </w> a </w> new </w> job. </w>	Il </w> a </w> décroché </w> un </w> nouveau </w> boulot. </w>
He </w> had </w> few </w> teeth. </w>	Il </w> n'avait </w> presque </w> pas </w> de </w> dents. </w>
He </w> had </w> gray </w> hair. </w>	Il </w> avait </w> des </w> cheveux </w> gris. </w>
He </w> had </w> long </w> hair. </w>	Il </w> avait </w> les </w> cheveux </w> longs. </w>
He </w> has </w> a </w> Picasso. </w>	Il </w> détient </w> un </w> Picasso. </w>
He </w> has </w> a </w> bicycle. </w>	Il </w> a </w> un </w> vélo. </w>
He </w> has </w> been </w> busy. </w>	Il </w> a </w> été </w> occupé. </w>
He </w> has </w> big </w> hands. </w>	Il </w> a </w> de </w> grosses </w> mains. </w>
He </w> has </w> long </w> legs. </w>	Il </w> a </w> de </w> longues </w> jambes. </w>
He </w> has </w> no </w> choice. </w>	Il </w> n'a </w> pas </w> le </w> choix. </w>
He </w> has </w> no </w> hat </w> on. </w>	Il </w> ne </w> porte </w> pas </w> de </w> chapeau. </w>
He </w> has </w> no </w> hat </w> on. </w>	Il </w> est </w> tête </w> nue. </w>
He </w> has </w> no </w> hat </w> on. </w>	Il </w> est </w> découvert. </w>
He </w> has </w> the </w> J ok er. </w>	Il </w> dispose </w> d'un </w> jok er. </w>
He </w> hates </w> carrots. </w>	Il </w> déteste </w> les </w> carottes. </w>
He </w> hates </w> himself. </w>	Il </w> se </w> déteste. </w>
He </w> hates </w> running. </w>	Il </w> déteste </w> courir. </w>
He </w> hates </w> spiders. </w>	Il </w> déteste </w> les </w> araignées. </w>
He </w> heard </w> a </w> noise. </w>	Il </w> a </w> entendu </w> un </w> bruit. </w>
He </w> heard </w> a </w> noise. </w>	Il </w> entendit </w> un </w> bruit. </w>
He </w> heard </w> a </w> sh out. </w>	Il </w> entendit </w> un </w> cri . </w>
He </w> is </w> a </w> kind </w> boy. </w>	C'est </w> un </w> gentil </w> garçon. </w>
He </w> is </w> an </w> ac rob at. </w>	Il </w> est </w> ac ro bat e. </w>
He </w> is </w> dead </w> drunk. </w>	Il </w> est </w> ivre </w> mort. </w>
He </w> is </w> distracted. </w>	Il </w> est </w> dans </w> la </w> lune. </w>
He </w> is </w> doing </w> well. </w>	Il </w> va </w> bien. </w>
He </w> is </w> her </w> friend. </w>	Il </w> est </w> son </w> ami. </w>
He </w> is </w> in </w> pajamas. </w>	Il </w> est </w> en </w> pyjama. </w>
He </w> is </w> in </w> trouble. </w>	Il </w> a </w> des </w> soucis. </w>
He </w> is </w> in </w> trouble. </w>	Il </w> a </w> des </w> problèmes. </w>
He </w> is </w> in </w> trouble. </w>	Il </w> a </w> des </w> ennuis. </w>
He </w> is </w> just </w> a </w> kid. </w>	Ce </w> n'est </w> qu'un </w> enfant. </w>
He </w> is </w> my </w> brother. </w>	C'est </w> mon </w> frère. </w>
He </w> is </w> my </w> teacher. </w>	C'est </w> mon </w> professeur. </w>
He </w> is </w> never </w> lazy. </w>	Il </w> n'est </w> jamais </w> paresseux. </w>
He </w> is </w> not </w> stupid. </w>	Il </w> n'est </w> pas </w> idiot. </w>
He </w> is </w> photogenic. </w>	Il </w> est </w> photogénique. </w>
He </w> is </w> still </w> here. </w>	Il </w> est </w> encore </w> ici. </w>
He </w> is </w> very </w> angry. </w>	Il </w> est </w> très </w> en </w> colère. </w>
He </w> is </w> very </w> angry. </w>	Il </w> est </w> fort </w> en </w> colère. </w>
He </w> is </w> very </w> brave. </w>	Il </w> est </w> très </w> courageux. </w>
He </w> is </w> very </w> brave. </w>	Il </w> est </w> fort </w> courageux. </w>
He </w> is </w> very </w> young. </w>	Il </w> est </w> très </w> jeune. </w>
He </w> is </w> well- like d. </w>	Il </w> est </w> bien </w> apprécié. </w>
He </w> isn't </w> at </w> home. </w>	Il </w> n'est </w> pas </w> à </w> la </w> maison. </w>
He </w> isn't </w> married. </w>	Il </w> n'est </w> pas </w> marié. </w>
He </w> isn't </w> perfect. </w>	Il </w> n'est </w> pas </w> parfait. </w>
He </w> keeps </w> a </w> diary. </w>	Il </w> tient </w> un </w> journal </w> intime. </w>
He </w> kept </w> his </w> word. </w>	Il </w> a </w> tenu </w> parole. </w>
He </w> kept </w> his </w> word. </w>	Il </w> tint </w> parole. </w>
He </w> knows </w> his </w> job. </w>	Il </w> connaît </w> son </w> métier. </w>
He </w> knows </w> my </w> wife. </w>	Il </w> connait </w> ma </w> femme. </w>
He </w> laughed </w> at </w> me. </w>	Il </w> rit </w> de </w> moi. </w>
He </w> laughed </w> at </w> me. </w>	Il </w> a </w> ri </w> de </w> moi. </w>
He </w> laughed </w> at </w> me. </w>	Il </w> me </w> rit </w> au </w> nez. </w>
He </w> laughed </w> at </w> me. </w>	Il </w> m'a </w> ri </w> au </w> nez. </w>
He </w> left </w> after </w> me. </w>	Il </w> est </w> parti </w> après </w> moi. </w>
He </w> left </w> his </w> wife. </w>	Il </w> a </w> quitté </w> sa </w> femme. </w>
He </w> left </w> his </w> wife. </w>	Il </w> a </w> quitté </w> son </w> épouse. </w>
He </w> left </w> just </w> now. </w>	Il </w> vient </w> de </w> partir. </w>
He </w> likes </w> animals. </w>	Il </w> aime </w> les </w> animaux. </w>
He </w> likes </w> fishing. </w>	Il </w> aime </w> pêcher. </w>
He </w> likes </w> hunting. </w>	Il </w> aime </w> chas ser. </w>
He </w> likes </w> oranges. </w>	Il </w> aime </w> les </w> oranges. </w>
He </w> likes </w> to </w> hun t. </w>	Il </w> aime </w> chas ser. </w>
He </w> looked </w> around. </w>	Il </w> a </w> regardé </w> aux </w> alentours. </w>
He </w> looks </w> healthy. </w>	Il </w> a </w> l'air </w> en </w> bonne </w> santé. </w>
He </w> loves </w> animals. </w>	Il </w> adore </w> les </w> animaux. </w>
He </w> loves </w> singing. </w>	Il </w> adore </w> chanter. </w>
He </w> made </w> me </w> do </w> it. </w>	Il </w> me </w> l'a </w> fait </w> faire. </w>
He </w> made </w> no </w> reply. </w>	Il </w> ne </w> fit </w> pas </w> de </w> réponse. </w>
He </w> made </w> no </w> reply. </w>	Il </w> n'a </w> pas </w> répondu. </w>
He </w> made </w> no </w> reply. </w>	Il </w> ne </w> répondit </w> pas. </w>
He </w> made </w> no </w> reply. </w>	Il </w> n'a </w> pas </w> fait </w> de </w> réponse. </w>
He </w> meant </w> no </w> harm. </w>	Il </w> n'avait </w> pas </w> de </w> mauvaise </w> intention. </w>
He </w> meant </w> no </w> harm. </w>	Il </w> ne </w> pensait </w> pas </w> à </w> mal. </w>
He </w> moves </w> quickly. </w>	Il </w> se </w> me ut </w> rapidement. </w>
He </w> must </w> be </w> tired. </w>	Il </w> doit </w> être </w> fatigué. </w>
He </w> must </w> love </w> you. </w>	Il </w> doit </w> t'ai mer. </w>
He </w> must </w> not </w> live. </w>	Il </w> ne </w> doit </w> pas </w> vivre. </w>
He </w> needs </w> a </w> towel. </w>	Il </w> lui </w> faut </w> une </w> serviette. </w>
He </w> painted </w> a </w> dog. </w>	Il </w> a </w> peint </w> un </w> chien. </w>
He </w> painted </w> a </w> dog. </w>	Il </w> peignit </w> un </w> chien. </w>
He </w> played </w> tennis. </w>	Il </w> a </w> joué </w> au </w> tennis. </w>
He </w> ran </w> into </w> debt. </w>	Il </w> s'est </w> en det té. </w>
He </w> rat ted </w> us </w> out. </w>	Il </w> nous </w> a </w> dénon cés. </w>
He </w> rat ted </w> us </w> out. </w>	Il </w> nous </w> a </w> dénon cées. </w>
He </w> remained </w> dumb. </w>	Il </w> est </w> resté </w> silencieux. </w>
He </w> retired </w> at </w> 65. </w>	Il </w> a </w> pris </w> sa </w> retraite </w> à </w> 65 </w> ans. </w>
He </w> saved </w> my </w> life. </w>	Il </w> m'a </w> sauvé </w> la </w> vie. </w>
He </w> scares </w> easily. </w>	Il </w> prend </w> facilement </w> peur. </w>
He </w> shall </w> have </w> it. </w>	Il </w> doit </w> l'avoir </w> ! </w>
He </w> shares </w> a </w> room. </w>	Il </w> partage </w> une </w> chambre. </w>
He </w> shut </w> the </w> door. </w>	Il </w> ferma </w> la </w> porte. </w>
He </w> slept </w> all </w> day. </w>	Il </w> a </w> dormi </w> toute </w> la </w> journée. </w>
He </w> slept </w> an </w> hour. </w>	Il </w> a </w> dormi </w> une </w> heure. </w>
He </w> slept </w> an </w> hour. </w>	Il </w> dormit </w> une </w> heure. </w>
He </w> slept </w> sound ly. </w>	Il </w> dormait </w> profondément. </w>
He </w> speaks </w> Arabic. </w>	Il </w> parle </w> l'arabe. </w>
He </w> speaks </w> Arabic. </w>	Il </w> parle </w> en </w> ar abe. </w>
He </w> speaks </w> French. </w>	Il </w> parle </w> français. </w>
He </w> speaks </w> French. </w>	Il </w> parle </w> le </w> français. </w>
He </w> told </w> everyone. </w>	Il </w> le </w> dit </w> à </w> tout </w> le </w> monde. </w>
He </w> told </w> everyone. </w>	Il </w> l'a </w> dit </w> à </w> tout </w> le </w> monde. </w>
He </w> took </w> his </w> book. </w>	Il </w> a </w> pris </w> son </w> livre. </w>
He </w> took </w> his </w> book. </w>	Il </w> a </w> pris </w> son </w> ouvrage. </w>
He </w> took </w> his </w> time. </w>	Il </w> prit </w> son </w> temps. </w>
He </w> took </w> his </w> time. </w>	Il </w> a </w> pris </w> son </w> temps. </w>
He </w> turned </w> around. </w>	Il </w> tourna </w> autour. </w>
He </w> used </w> his </w> head. </w>	Il </w> a </w> utilisé </w> sa </w> tête. </w>
He </w> wants </w> to </w> come. </w>	Il </w> veut </w> venir. </w>
He </w> was </w> acquitted. </w>	Il </w> fut </w> acquitté. </w>
He </w> was </w> acquitted. </w>	Il </w> a </w> été </w> acquitté. </w>
He </w> was </w> all </w> wrong. </w>	Il </w> avait </w> tout </w> faux. </w>
He </w> was </w> born </w> rich. </w>	Il </w> est </w> né </w> riche. </w>
He </w> was </w> deaf , </w> too. </w>	Il </w> était </w> aussi </w> sourd. </w>
He </w> was </w> impressed. </w>	Il </w> fut </w> impressionné. </w>
He </w> was </w> impressed. </w>	Il </w> a </w> été </w> impressionné. </w>
He </w> was </w> in </w> France. </w>	Il </w> était </w> en </w> France. </w>
He </w> was </w> intrigued. </w>	Il </w> fut </w> intrigué. </w>
He </w> was </w> intrigued. </w>	Il </w> a </w> été </w> intrigué. </w>
He </w> was </w> ten aci ous. </w>	Il </w> était </w> tenace. </w>
He </w> was </w> very </w> poor. </w>	Il </w> était </w> très </w> pauvre. </w>
He </w> was </w> very </w> poor. </w>	Il </w> était </w> fort </w> pauvre. </w>
He </w> wears </w> glasses. </w>	Il </w> porte </w> des </w> lunettes. </w>
He </w> wears </w> pajamas. </w>	Il </w> porte </w> un </w> pyjama. </w>
He </w> went </w> far </w> away. </w>	Il </w> est </w> parti </w> très </w> loin. </w>
He </w> went </w> shopping. </w>	Il </w> alla </w> faire </w> des </w> courses. </w>
He </w> went </w> shopping. </w>	Il </w> est </w> allé </w> faire </w> des </w> courses. </w>
He </w> went </w> shopping. </w>	Il </w> alla </w> faire </w> des </w> emplettes. </w>
He </w> went </w> shopping. </w>	Il </w> est </w> allé </w> faire </w> des </w> emplettes. </w>
He </w> will </w> be </w> ready. </w>	Il </w> sera </w> prêt. </w>
He </w> won't </w> make </w> it. </w>	Il </w> n'y </w> parviendra </w> pas. </w>
He </w> won't </w> make </w> it. </w>	Il </w> n'y </w> arrivera </w> pas. </w>
He </w> works </w> Sundays. </w>	Il </w> travaille </w> le </w> dimanche. </w>
He </w> writes </w> Arabic. </w>	Il </w> écrit </w> ar abe. </w>
He'll </w> understand. </w>	Il </w> comprend ra. </w>
He's </w> a </w> barten der. </w>	C'est </w> un </w> ten anci er </w> de </w> bar. </w>
He's </w> a </w> barten der. </w>	Il </w> est </w> ten anci er </w> de </w> bar. </w>
He's </w> a </w> bi ologist. </w>	Il </w> est </w> bi olog iste. </w>
He's </w> a </w> bit </w> drunk. </w>	Il </w> est </w> un </w> peu </w> ivre. </w>
He's </w> a </w> bit </w> naive. </w>	Il </w> est </w> un </w> peu </w> naïf. </w>
He's </w> a </w> bit </w> naive. </w>	Il </w> est </w> un </w> peu </w> ni ais. </w>
He's </w> a </w> bit </w> tips y. </w>	Il </w> est </w> un </w> peu </w> émé ché. </w>
He's </w> a </w> cat </w> lover. </w>	Il </w> adore </w> les </w> chats. </w>
He's </w> a </w> gentleman. </w>	C'est </w> un </w> gentleman. </w>
He's </w> a </w> good </w> liar. </w>	Il </w> est </w> bon </w> menteur. </w>
He's </w> a </w> grown </w> man. </w>	C'est </w> un </w> adulte. </w>
